Date,Open,High,Low,Close,Adj Close,Volume
1985-01-01,7.781250,8.562500,7.312500,8.562500,1.814371,46574000
1985-02-01,8.531250,8.875000,8.312500,8.656250,1.834235,34311200
1985-03-01,8.687500,8.968750,8.250000,8.718750,1.880422,25386800
1985-04-01,8.656250,9.343750,8.562500,9.281250,2.001738,33514400
1985-05-01,9.156250,9.281250,8.562500,8.937500,1.927600,34213600
1985-06-01,8.937500,9.343750,8.750000,9.343750,2.048550,30907200
1985-07-01,9.187500,9.750000,8.843750,9.187500,2.014294,35255600
1985-08-01,9.125000,9.468750,8.875000,9.406250,2.062252,27516800
1985-09-01,9.406250,9.437500,8.750000,9.250000,2.061311,27094000
1985-10-01,9.500000,10.187500,9.375000,9.781250,2.179697,45441200
1985-11-01,9.718750,9.968750,9.281250,9.562500,2.130950,33958400
1985-12-01,9.500000,9.656250,8.406250,9.531250,2.157501,49051200
1986-01-01,9.531250,9.593750,8.531250,9.125000,2.065541,47872400
1986-02-01,8.875000,9.562500,8.500000,9.187500,2.079690,53285200
1986-03-01,9.187500,9.625000,8.625000,9.125000,2.100063,56903200
1986-04-01,9.093750,9.906250,9.000000,9.625000,2.215135,59026800
1986-05-01,9.562500,10.375000,9.500000,10.000000,2.301439,60937200
1986-06-01,10.062500,10.250000,9.437500,9.593750,2.242219,36906000
1986-07-01,9.500000,9.812500,8.562500,9.031250,2.110753,51327600
1986-08-01,9.062500,11.250000,8.812500,11.062500,2.585491,72356400
1986-09-01,11.031250,11.781250,10.187500,11.000000,2.613700,65393200
1986-10-01,11.062500,11.437500,10.281250,11.156250,2.650828,57108000
1986-11-01,10.875000,11.937500,10.687500,11.843750,2.814183,53116000
1986-12-01,11.750000,12.031250,11.218750,11.343750,2.732114,64510800
1987-01-01,11.375000,13.250000,11.375000,13.250000,3.191229,87399600
1987-02-01,13.187500,13.812500,11.625000,12.375000,2.980489,67320000
1987-03-01,12.343750,14.843750,12.093750,14.031250,3.417099,72378400
1987-04-01,13.906250,15.375000,13.500000,14.500000,3.531253,75667200
1987-05-01,14.375000,15.343750,13.750000,14.593750,3.554089,51351200
1987-06-01,14.687500,15.562500,14.343750,15.500000,3.814948,51657200
1987-07-01,15.406250,16.156250,14.750000,15.125000,3.722649,50024000
1987-08-01,15.375000,15.687500,14.093750,14.625000,3.599587,73232000
1987-09-01,14.593750,14.718750,12.468750,13.468750,3.347399,73119200
1987-10-01,13.500000,13.968750,8.000000,11.093750,2.757138,79801200
1987-11-01,10.750000,11.125000,9.125000,9.125000,2.267841,47508800
1987-12-01,9.343750,10.125000,8.937500,9.906250,2.495658,66450400
1988-01-01,10.031250,11.218750,9.750000,11.218750,2.826312,41827200
1988-02-01,11.250000,11.781250,10.625000,11.062500,2.786947,48416800
1988-03-01,11.000000,11.906250,10.875000,11.625000,2.969264,44484800
1988-04-01,11.562500,12.718750,11.250000,12.031250,3.073027,54671200
1988-05-01,11.843750,12.375000,11.750000,12.312500,3.144866,38098400
1988-06-01,12.281250,13.000000,11.250000,11.343750,2.937624,58665600
1988-07-01,11.375000,12.125000,11.250000,12.125000,3.139939,37001600
1988-08-01,12.093750,12.218750,10.906250,11.125000,2.880977,35943600
1988-09-01,11.156250,11.437500,10.687500,10.906250,2.863100,41592400
1988-10-01,10.937500,11.906250,10.718750,11.718750,3.076396,40628400
1988-11-01,11.531250,11.625000,10.781250,11.437500,3.002561,37704800
1988-12-01,11.437500,11.843750,11.062500,11.437500,3.044782,39834000
1989-01-01,11.437500,12.593750,11.343750,12.406250,3.302675,58648000
1989-02-01,12.250000,12.531250,11.875000,12.125000,3.273748,36783200
1989-03-01,12.156250,13.750000,12.125000,13.187500,3.560625,65046400
1989-04-01,13.250000,14.312500,13.093750,13.562500,3.661873,50148800
1989-05-01,13.500000,14.125000,12.875000,13.812500,3.729373,46092400
1989-06-01,13.750000,14.000000,12.843750,13.500000,3.693210,51632400
1989-07-01,13.562500,14.187500,13.468750,13.625000,3.727407,37494800
1989-08-01,13.500000,14.156250,13.437500,14.062500,3.847095,52684800
1989-09-01,14.062500,15.250000,14.000000,15.250000,4.226241,46105600
1989-10-01,15.093750,17.343750,14.906250,17.062500,4.728541,164062400
1989-11-01,17.093750,17.281250,15.250000,17.156250,4.804529,117798400
1989-12-01,17.187500,18.375000,16.375000,16.937500,4.743269,85676400
1990-01-01,16.843750,17.312500,15.781250,16.718750,4.682011,48614400
1990-02-01,16.750000,17.656250,16.437500,16.781250,4.699515,44566000
1990-03-01,16.781250,17.625000,16.625000,16.875000,4.775570,36794000
1990-04-01,16.687500,17.187500,15.906250,16.468750,4.660601,29610800
1990-05-01,16.437500,17.750000,16.343750,17.500000,4.952442,36984000
1990-06-01,17.625000,18.062500,16.937500,17.593750,5.032451,40874400
1990-07-01,17.593750,19.968750,17.281250,19.843750,5.676033,54064000
1990-08-01,19.875000,20.406250,18.437500,18.968750,5.479502,101664800
1990-09-01,18.812500,19.593750,18.312500,18.500000,5.344100,34142400
1990-10-01,18.500000,18.687500,16.625000,17.031250,4.919817,44988000
1990-11-01,17.093750,17.625000,16.812500,17.468750,5.046196,35916000
1990-12-01,17.500000,18.343750,17.156250,18.156250,5.303301,32778400
1991-01-01,18.156250,18.562500,17.468750,17.843750,5.212024,35381200
1991-02-01,17.843750,18.875000,17.187500,18.812500,5.494985,46930400
1991-03-01,18.812500,20.031250,18.562500,19.250000,5.685842,32504400
1991-04-01,19.156250,19.937500,18.625000,19.343750,5.713532,34960400
1991-05-01,19.500000,19.656250,18.062500,18.468750,5.514359,33173200
1991-06-01,18.468750,18.625000,17.218750,17.593750,5.253107,35006000
1991-07-01,17.625000,18.656250,17.093750,18.031250,5.383730,32866000
1991-08-01,18.000000,18.218750,17.093750,17.937500,5.355741,34166800
1991-09-01,17.968750,18.406250,17.718750,18.375000,5.550412,27174800
1991-10-01,18.437500,19.468750,18.281250,18.687500,5.644804,33139200
1991-11-01,18.562500,18.812500,16.687500,16.687500,5.040679,32751200
1991-12-01,16.593750,17.312500,15.875000,17.250000,5.268350,36424400
1992-01-01,17.281250,17.531250,15.812500,15.906250,4.857953,50604400
1992-02-01,15.906250,16.593750,15.031250,15.406250,4.705248,43651200
1992-03-01,15.343750,16.093750,15.218750,15.968750,4.940733,37964400
1992-04-01,15.937500,17.437500,15.781250,17.437500,5.395163,42252000
1992-05-01,17.500000,18.156250,16.562500,17.843750,5.520858,36289600
1992-06-01,17.750000,18.437500,16.687500,16.750000,5.244367,32501200
1992-07-01,16.750000,17.906250,16.375000,17.843750,5.586817,32974800
1992-08-01,17.843750,18.437500,17.468750,18.375000,5.753151,37070400
1992-09-01,18.312500,18.843750,18.062500,18.531250,5.869798,37231600
1992-10-01,18.750000,18.812500,17.750000,17.750000,5.622339,34117200
1992-11-01,17.812500,17.812500,16.656250,17.187500,5.444165,34274000
1992-12-01,17.187500,17.593750,16.750000,17.375000,5.568375,36197200
1993-01-01,17.437500,18.187500,16.843750,18.187500,5.828768,45754800
1993-02-01,18.250000,19.906250,18.187500,19.250000,6.169279,49798400
1993-03-01,19.281250,20.875000,18.812500,20.781250,6.739032,50536800
1993-04-01,20.718750,21.625000,19.875000,21.531250,6.982246,50942800
1993-05-01,21.531250,22.156250,20.906250,22.031250,7.144387,43216400
1993-06-01,22.031250,22.718750,21.187500,21.937500,7.187539,43639600
1993-07-01,21.937500,22.468750,20.312500,22.093750,7.238736,39445600
1993-08-01,22.000000,23.343750,21.062500,23.281250,7.627806,38451200
1993-09-01,23.218750,24.468750,22.062500,24.437500,8.085576,45430800
1993-10-01,24.437500,24.687500,23.437500,24.250000,8.023535,39918800
1993-11-01,24.250000,24.250000,21.062500,21.718750,7.186027,96618000
1993-12-01,21.843750,22.250000,20.875000,21.781250,7.273882,49773600
1994-01-01,21.843750,23.437500,21.781250,23.343750,7.795680,50908800
1994-02-01,23.218750,23.656250,21.406250,21.656250,7.232137,44487600
1994-03-01,21.687500,23.187500,20.593750,21.000000,7.082398,58217200
1994-04-01,20.906250,23.218750,20.687500,22.250000,7.503969,51779600
1994-05-01,22.250000,22.437500,21.187500,21.750000,7.335342,59314400
1994-06-01,21.781250,22.781250,20.625000,20.937500,7.137092,46032800
1994-07-01,21.125000,22.687500,20.875000,22.187500,7.563189,41415600
1994-08-01,22.312500,22.312500,20.625000,21.187500,7.222314,39430800
1994-09-01,21.125000,21.875000,19.937500,20.812500,7.170860,43711600
1994-10-01,20.937500,23.250000,20.500000,22.500000,7.752284,44523000
1994-11-01,22.375000,22.437500,20.750000,21.812500,7.515408,36570600
1994-12-01,21.812500,22.875000,21.125000,22.312500,7.768328,33749600
1995-01-01,22.437500,23.687500,21.687500,22.312500,7.768328,39939200
1995-02-01,22.437500,23.875000,22.062500,23.812500,8.290574,31388800
1995-03-01,23.625000,24.250000,23.187500,24.000000,8.439254,48397000
1995-04-01,23.875000,24.125000,22.125000,23.687500,8.329363,38578600
1995-05-01,24.000000,24.937500,23.375000,24.562500,8.637048,41523800
1995-06-01,24.562500,24.875000,23.000000,23.187500,8.230761,35895800
1995-07-01,23.312500,24.812500,23.312500,24.687500,8.763208,36972600
1995-08-01,24.687500,25.062500,23.312500,24.187500,8.585727,36713800
1995-09-01,24.250000,25.187500,24.125000,24.375000,8.741706,39106800
1995-10-01,24.312500,25.437500,23.062500,23.375000,8.383080,43784200
1995-11-01,23.500000,25.500000,23.437500,24.687500,8.853786,40346800
1995-12-01,24.687500,26.812500,24.375000,26.187500,9.489814,44781800
1996-01-01,26.312500,28.250000,25.500000,25.937500,9.399224,55583000
1996-02-01,25.937500,29.437500,25.750000,27.812500,10.078686,56597800
1996-03-01,27.937500,29.000000,26.375000,28.062500,10.260692,51923800
1996-04-01,28.125000,29.500000,27.500000,29.000000,10.603474,44034000
1996-05-01,28.875000,31.062500,27.250000,29.875000,10.923410,47591200
1996-06-01,29.687500,30.562500,29.187500,29.500000,10.878090,44856000
1996-07-01,29.562500,30.562500,27.937500,28.937500,10.670676,43630800
1996-08-01,28.875000,30.187500,28.625000,29.437500,10.855052,34724600
1996-09-01,29.875000,31.687500,29.437500,31.312500,11.654260,45396200
1996-10-01,31.312500,34.187500,31.125000,32.875000,12.235809,45123600
1996-11-01,32.937500,34.187500,31.937500,33.500000,12.468426,42408000
1996-12-01,33.375000,34.000000,30.125000,32.500000,12.195834,50695000
1997-01-01,32.625000,34.750000,31.937500,33.187500,12.453825,58792400
