Date,Open,High,Low,Close,Adj Close,Volume
1994-11-01,8.054748,8.115310,7.388566,7.751938,1.291753,1570084
1994-12-01,7.751938,8.296996,7.570252,8.296996,1.395981,1233653
1995-01-01,8.175872,8.781492,7.933624,8.599806,1.460103,597321
1995-02-01,8.539244,9.326550,8.418120,9.205426,1.576341,981226
1995-03-01,9.205426,9.205426,8.539244,8.781492,1.515793,720543
1995-04-01,8.660368,9.023740,8.660368,8.902616,1.549616,594847
1995-05-01,8.720930,10.416667,8.720930,9.568798,1.679188,1419412
1995-06-01,9.629360,10.234981,9.508236,10.234981,1.809330,644793
1995-07-01,10.234981,10.598353,9.932171,10.416667,1.855107,753154
1995-08-01,10.477229,10.719477,10.053295,10.477229,1.865893,782875
1995-09-01,10.416667,10.477229,9.811047,10.234981,1.842870,780401
1995-10-01,10.234981,10.234981,9.508236,9.508236,1.724669,642522
1995-11-01,9.508236,9.629360,9.387112,9.447674,1.727069,2405593
1995-12-01,9.447674,10.901163,9.265988,10.901163,2.008636,2021895
1996-01-01,10.901163,11.264535,10.477229,11.203973,2.117620,1769468
1996-02-01,11.082849,11.203973,9.992733,10.477229,1.980260,1256358
1996-03-01,10.416667,10.901163,9.811047,10.053295,1.913772,1165129
1996-04-01,10.113857,10.113857,9.568798,9.811047,1.881299,1540364
1996-05-01,9.811047,10.113857,9.447674,10.113857,1.954415,1378134
1996-06-01,10.053295,10.356105,9.811047,10.053295,1.957607,1597948
1996-07-01,10.053295,10.477229,9.871609,10.477229,2.055057,2583507
1996-08-01,10.416667,11.506783,10.234981,10.840601,2.142141,1529010
1996-09-01,10.840601,11.264535,10.658915,11.022287,2.192985,980815
1996-10-01,10.961725,11.203973,10.780039,11.143411,2.232045,987209
1996-11-01,11.082849,11.749031,11.082849,11.506783,2.320639,1363479
1996-12-01,11.506783,11.870155,11.143411,11.567345,2.348078,1296399
1997-01-01,11.506783,12.899709,11.385659,12.839147,2.623162,1859045
1997-02-01,12.839147,12.839147,12.112403,12.112403,2.490114,976890
1997-03-01,12.051841,12.778585,11.143411,11.143411,2.305116,1597536
1997-04-01,11.143411,12.112403,10.961725,11.991279,2.497027,1020236
1997-05-01,11.870155,12.536337,11.749031,12.354651,2.589748,866879
1997-06-01,12.354651,12.839147,12.112403,12.718023,2.682374,1110227
1997-07-01,12.657461,12.899709,12.324370,12.475775,2.647487,767396
1997-08-01,12.566618,13.475048,12.415213,13.384205,2.857799,974001
1997-09-01,13.384205,13.384205,12.687742,13.051114,2.803007,1076582
1997-10-01,13.111676,13.293362,11.506783,12.657461,2.734460,3577736
1997-11-01,12.718023,12.990552,11.991279,12.687742,2.758008,1461516
1997-12-01,12.748304,12.960271,12.112403,12.324370,2.695372,1693928
1998-01-01,12.324370,13.081395,12.263808,12.899709,2.838881,1795477
1998-02-01,12.899709,13.020833,12.445494,12.506056,2.768850,1399390
1998-03-01,12.536337,13.172238,12.233527,13.172238,2.933932,2043772
1998-04-01,13.081395,13.202519,12.415213,12.657461,2.836408,1639642
1998-05-01,12.627180,12.960271,12.475775,12.869428,2.902033,1259866
1998-06-01,12.778585,13.172238,12.324370,12.778585,2.899190,1358937
1998-07-01,12.839147,13.263081,11.506783,11.658188,2.661530,1500732
1998-08-01,11.537064,12.415213,11.355378,11.415940,2.623540,1543871
1998-09-01,11.355378,12.566618,11.355378,12.051841,2.788364,1659870
1998-10-01,12.082122,12.384932,11.597626,12.082122,2.813906,1301561
1998-11-01,12.082122,12.445494,11.930717,12.233527,2.868349,1595473
1998-12-01,12.172965,12.263808,11.627907,12.051841,2.844583,1827673
1999-01-01,11.839874,12.051841,11.415940,11.567345,2.748827,1547792
1999-02-01,11.567345,11.597626,10.507510,10.568072,2.529373,2130462
1999-03-01,10.628634,10.992006,9.841328,10.174419,2.453900,2479072
1999-04-01,10.113857,11.537064,10.083576,11.325097,2.752949,2268955
1999-05-01,11.446221,12.112403,11.203973,11.597626,2.839875,1867505
1999-06-01,11.597626,11.960998,11.385659,11.506783,2.837811,1503214
1999-07-01,11.446221,11.688469,11.264535,11.627907,2.888745,1567608
1999-08-01,11.749031,11.779312,11.113130,11.506783,2.879932,1301145
