Date,Open,High,Low,Close,Adj Close,Volume
2003-09-01,15.200000,15.300000,14.460000,14.750000,2.846433,1073700
2003-10-01,14.750000,15.680000,14.710000,15.030000,2.900469,843700
2003-11-01,15.290000,16.680000,15.000000,16.209999,3.128184,709200
2003-12-01,16.400000,17.150000,16.209999,16.850000,3.251689,461800
2004-01-01,16.600000,17.400000,16.299999,16.850000,3.253644,301400
2004-02-01,17.000000,17.120001,16.600000,16.830000,3.249782,272000
2004-03-01,16.830000,17.260000,16.700001,17.100000,3.301920,745200
2004-04-01,17.150000,17.150000,16.150000,16.270000,3.164103,639300
2004-05-01,16.270000,16.469999,15.270000,16.190001,3.148546,302800
2004-06-01,16.209999,16.719999,15.900000,16.500000,3.208831,224000
2004-07-01,16.400000,16.700001,16.049999,16.430000,3.218683,164000
2004-08-01,16.190001,17.160000,15.400000,16.309999,3.195178,590300
2004-09-01,16.510000,17.350000,15.990000,16.209999,3.175587,168900
2004-10-01,16.180000,16.799999,15.910000,16.350000,3.226884,123100
2004-11-01,16.600000,17.440001,15.760000,16.730000,3.301882,353800
2004-12-01,16.790001,17.370001,16.150000,17.100000,3.374908,202800
2005-01-01,17.090000,17.850000,16.490000,16.700001,3.319491,337000
2005-02-01,16.559999,17.000000,16.270000,16.650000,3.321449,312900
2005-03-01,16.580000,16.950001,16.299999,16.440001,3.291404,508900
2005-04-01,16.620001,16.700001,15.650000,16.500000,3.315349,332700
2005-05-01,16.500000,16.600000,14.900000,15.320000,3.093296,540900
2005-06-01,15.230000,16.070000,15.100000,15.760000,3.198026,867100
2005-07-01,15.700000,16.700001,15.690000,16.350000,3.335143,328500
2005-08-01,16.400000,17.750000,15.820000,16.799999,3.444191,445600
2005-09-01,16.850000,17.200001,16.299999,16.790001,3.459467,217100
2005-10-01,16.790001,16.950001,15.750000,16.660000,3.448983,233200
2005-11-01,15.720000,16.850000,15.720000,16.740000,3.486471,270000
2005-12-01,16.790001,16.930000,15.550000,16.500000,3.457100,318700
2006-01-01,16.400000,18.379999,16.340000,18.000000,3.794267,677500
2006-02-01,18.049999,19.350000,17.760000,18.750000,3.980558,511000
2006-03-01,18.610001,20.250000,18.610001,20.250000,4.326329,414500
2006-04-01,20.170000,20.469999,19.230000,19.850000,4.267404,205600
2006-05-01,19.920000,20.150000,17.150000,18.490000,3.999577,264600
2006-06-01,18.450001,19.340000,17.660000,18.760000,4.084991,224200
2006-07-01,18.889999,19.830000,18.129999,19.360001,4.243045,122800
2006-08-01,19.360001,20.350000,19.010000,20.200001,4.455190,296500
2006-09-01,20.000000,21.000000,19.750000,20.100000,4.460827,253500
2006-10-01,20.200001,22.900000,20.110001,21.850000,4.878408,295200
2006-11-01,21.860001,21.860001,19.709999,20.110001,4.516750,624300
2006-12-01,20.129999,20.840000,19.590000,20.139999,4.550154,408600
2007-01-01,20.110001,20.480000,18.969999,20.299999,4.613370,371500
2007-02-01,20.290001,20.730000,19.799999,20.250000,4.631133,192800
2007-03-01,20.040001,20.370001,19.389999,20.049999,4.612216,266200
2007-04-01,20.000000,20.490000,19.730000,19.950001,4.617032,184300
2007-05-01,19.980000,20.400000,19.680000,20.100000,4.679797,236300
2007-06-01,20.090000,20.430000,18.760000,19.600000,4.591100,251300
2007-07-01,19.580000,20.250000,18.200001,18.320000,4.317437,196900
2007-08-01,18.400000,19.620001,16.900000,18.139999,4.301325,254400
2007-09-01,18.309999,20.180000,17.799999,18.639999,4.448555,178500
2007-10-01,19.990000,19.990000,17.650000,18.740000,4.499511,185800
2007-11-01,18.440001,19.650000,16.010000,17.250000,4.168653,315400
2007-12-01,17.250000,17.959999,14.750000,17.540001,4.267025,455300
2008-01-01,16.500000,17.840000,15.650000,16.639999,4.078229,221400
2008-02-01,16.730000,18.500000,15.930000,17.260000,4.262263,182600
2008-03-01,16.980000,18.370001,14.810000,15.550000,3.867376,326700
2008-04-01,15.860000,18.490000,15.360000,17.410000,4.366066,256000
2008-05-01,17.389999,18.500000,16.309999,18.030001,4.557720,190300
2008-06-01,18.340000,18.469999,16.350000,17.330000,4.411337,168700
2008-07-01,17.320000,17.379999,13.960000,16.889999,4.330245,291900
2008-08-01,16.520000,16.980000,14.290000,15.360000,3.967396,337600
2008-09-01,15.190000,15.910000,14.410000,15.270000,3.977455,341900
2008-10-01,14.940000,15.890000,8.300000,11.680000,3.068333,486400
2008-11-01,11.350000,14.250000,8.250000,12.810000,3.395305,426800
2008-12-01,13.150000,13.200000,6.370000,8.500000,2.278713,672900
2009-01-01,8.990000,10.200000,7.900000,9.200000,2.503008,265400
2009-02-01,8.900000,9.400000,5.360000,7.030000,1.940089,296700
2009-03-01,7.130000,9.480000,5.830000,8.880000,2.488341,381300
2009-04-01,8.690000,12.480000,8.200000,11.720000,3.328664,440600
2009-05-01,11.500000,12.420000,10.870000,11.710000,3.361220,396600
2009-06-01,11.710000,16.209999,11.650000,12.960000,3.760363,2225200
2009-07-01,13.070000,14.500000,11.260000,13.750000,4.027153,705100
2009-08-01,14.000000,14.380000,13.100000,13.440000,3.971846,629900
2009-09-01,13.360000,14.500000,11.370000,13.680000,4.079832,516200
2009-10-01,13.600000,14.190000,12.610000,12.830000,3.860805,515500
2009-11-01,12.930000,14.150000,11.850000,13.430000,4.077820,617600
