Date,Open,High,Low,Close,Adj Close,Volume
1985-01-01,2.453125,2.492188,2.367188,2.429688,0.270479,21600000
1985-02-01,2.429688,2.515625,2.367188,2.500000,0.278307,34636800
1985-03-01,2.500000,2.554688,2.468750,2.492188,0.277437,55596800
1985-04-01,2.492188,2.750000,2.484375,2.656250,0.295701,44438400
1985-05-01,2.656250,2.828125,2.523438,2.734375,0.307927,36329600
1985-06-01,2.734375,2.851563,2.718750,2.835938,0.319365,22217600
1985-07-01,2.851563,2.875000,2.617188,2.640625,0.297370,36172800
1985-08-01,2.640625,2.703125,2.578125,2.648438,0.301811,27870400
1985-09-01,2.632813,2.765625,2.632813,2.648438,0.301811,21547200
1985-10-01,2.640625,2.804688,2.609375,2.796875,0.318726,33476800
1985-11-01,2.796875,3.046875,2.789063,2.953125,0.340335,20576000
1985-12-01,2.945313,3.125000,2.898438,2.992188,0.344837,21174400
1986-01-01,2.984375,2.984375,2.757813,2.804688,0.323228,39521600
1986-02-01,2.804688,3.023438,2.671875,2.890625,0.333132,53566400
1986-03-01,2.890625,3.000000,2.765625,2.953125,0.344159,50801600
1986-04-01,2.945313,3.328125,2.843750,3.179688,0.370563,53696000
1986-05-01,3.164063,3.468750,3.031250,3.296875,0.387905,36803200
1986-06-01,3.289063,3.828125,3.195313,3.742188,0.440300,36888000
1986-07-01,3.742188,4.000000,3.234375,3.867188,0.455007,60113600
1986-08-01,3.875000,4.109375,3.843750,3.945313,0.468172,53211200
1986-09-01,3.914063,4.015625,3.578125,3.875000,0.459828,48032000
1986-10-01,3.734375,4.375000,3.640625,4.234375,0.502473,57153600
1986-11-01,4.265625,4.296875,3.546875,3.890625,0.465479,41907200
1986-12-01,3.890625,4.078125,3.656250,3.734375,0.446785,38259200
1987-01-01,3.718750,4.062500,3.718750,3.968750,0.474826,55608000
1987-02-01,3.968750,4.187500,3.968750,4.156250,0.497258,38688800
1987-03-01,4.125000,4.656250,4.078125,4.250000,0.512591,42473600
1987-04-01,4.203125,4.578125,3.953125,4.187500,0.505053,28496000
1987-05-01,4.171875,4.375000,3.765625,3.953125,0.480543,26176000
1987-06-01,3.984375,4.640625,3.968750,4.593750,0.558418,35044800
1987-07-01,4.578125,5.187500,4.484375,4.750000,0.577412,29836800
1987-08-01,4.718750,4.937500,4.484375,4.484375,0.548845,25620800
1987-09-01,4.515625,4.546875,4.062500,4.203125,0.514423,33114400
1987-10-01,4.218750,4.421875,2.937500,3.343750,0.409243,42905600
1987-11-01,3.375000,3.484375,3.031250,3.062500,0.374821,20620000
1987-12-01,3.062500,3.250000,2.921875,3.093750,0.382239,28776000
1988-01-01,3.109375,3.750000,3.031250,3.671875,0.453667,36008800
1988-02-01,3.734375,3.765625,3.437500,3.687500,0.455598,21718400
1988-03-01,3.718750,4.703125,3.625000,4.156250,0.518133,69204800
1988-04-01,4.093750,4.343750,3.843750,4.125000,0.514238,29112800
1988-05-01,4.125000,4.296875,3.890625,4.234375,0.527873,28429600
1988-06-01,4.234375,4.781250,4.078125,4.468750,0.561717,43509600
1988-07-01,4.500000,4.500000,3.953125,4.265625,0.536184,25554400
1988-08-01,4.250000,4.718750,4.000000,4.531250,0.569573,56860800
1988-09-01,4.515625,7.093750,4.437500,7.093750,0.898946,346968800
1988-10-01,7.078125,7.375000,2.187500,2.281250,0.289088,298580800
1988-11-01,2.281250,2.390625,2.000000,2.218750,0.910353,46588800
1988-12-01,2.218750,2.296875,1.046875,1.109375,0.455177,50461600
1989-01-01,1.078125,1.187500,1.046875,1.171875,0.856094,34784800
1989-02-01,1.171875,1.234375,1.125000,1.187500,0.867509,30659200
1989-03-01,1.187500,1.343750,1.140625,1.312500,0.958826,54784000
1989-04-01,1.312500,1.421875,1.296875,1.390625,1.015898,32169600
1989-05-01,1.390625,1.656250,1.359375,1.656250,1.209947,131222400
1989-06-01,1.640625,1.890625,1.625000,1.890625,1.381166,56345600
1989-07-01,1.921875,2.359375,1.859375,2.250000,1.643701,71387200
1989-08-01,2.250000,2.468750,2.125000,2.406250,1.757847,38027200
1989-09-01,2.421875,2.453125,2.203125,2.296875,1.677945,29481600
1989-10-01,2.312500,2.375000,1.781250,1.906250,1.392581,44101600
1989-11-01,1.921875,2.031250,1.718750,1.906250,1.392581,35371200
1989-12-01,1.906250,1.906250,1.734375,1.843750,1.346922,26540000
1990-01-01,1.843750,2.015625,1.500000,1.546875,1.130045,33638400
1990-02-01,1.546875,1.781250,1.515625,1.625000,1.187118,30562400
1990-03-01,1.640625,1.671875,1.562500,1.578125,1.152874,22828000
1990-04-01,1.562500,1.625000,1.468750,1.515625,1.107216,29425600
1990-05-01,1.515625,1.859375,1.484375,1.812500,1.324093,31432800
1990-06-01,1.828125,2.031250,1.812500,2.015625,1.472482,27008800
